Year,Awards,Title,Artist
1965,Best Original Jazz Composition,Jazz Suite On The Mass Texts,Lalo Schifrin
1965,Best Instrumental Arrangement,A Taste Of Honey,Herb Alpert
1965,Best Arrangement Accompanying A Vocalist Or Instrumentalist,It Was A Very Good Year,Gordon Jenkins
1965,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),King Of The Road,Roger Miller
1965,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),I Know A Place,Petula Clark
1965,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),King Of The Road,Roger Miller
1965,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),Flowers On The Wall,Statler Brothers
1965,Best Rhythm & Blues Recording,Papa's Got A Brand New Bag,James Brown
1965,Best Folk Recording,An Evening With Belafonte/Makeba,Harry Belafonte
1965,Best Gospel Or Other Religious Recording (Musical),Southland Favorites,Anita Kerr
1965,Best Country & Western Vocal Performance - Female,Queen Of The House,Jody Miller
1965,Best Country & Western Vocal Performance - Male,King Of The Road,Roger Miller
1965,Best Country & Western Song,King Of The Road,Roger Miller
1965,Best Engineered Recording - Non-Classical,A Taste Of Honey,Larry Levine
1965,"Best Engineered Recording, Classical",Horowitz At Carnegie Hall - An Historic Return,Fred Plaut
1965,Best Classical Performance - Orchestra,Ives: Symphony No. 4,Leopold Stokowski
1965,Best Classical Chamber Music Performance - Instrumental Or Vocal,Bartók: The Six String Quartets,Juilliard String Quartet
1965,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Piano Concerto No. 4 In G,Artur Rubinstein
1965,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz At Carnegie Hall - An Historic Return,Vladimir Horowitz
1965,Best Opera Recording,Berg: Wozzeck,Karl Bohm
1965,Best Classical Choral Performance (Other Than Opera),Stravinsky: Symphony Of Psalms/Poulenc: Gloria,Robert Shaw
1965,Best Classical Vocal Soloist Performance,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)",Leontyne Price
1965,Best Composition By A Contemporary Classical Composer,Ives: Symphony No. 4,Charles Ives
1964,Record Of The Year,The Girl From Ipanema,Astrud Gilberto
1964,Song Of The Year,"Hello, Dolly!",Jerry Herman
1964,Best Instrumental Composition (Other Than Jazz),The Pink Panther Theme,Henry Mancini
1964,"Best Vocal Performance, Female",People,Barbra Streisand
1964,"Best Vocal Performance, Male","Hello, Dolly!",Louis Armstrong
1964,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,Getz/Gilberto,Stan Getz
1964,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,Guitar From Ipanema,Laurindo Almeida
1964,Best Original Jazz Composition,The Cat,Lalo Schifrin
1964,Best Instrumental Performance - Non-Jazz,The Pink Panther,Henry Mancini
1964,Best Instrumental Arrangement,The Pink Panther,Henry Mancini
1964,Best Accompaniment Arrangement For Vocalist(s) Or Instrumentalist(s),People,Peter Matz
1964,Best Performance By A Chorus,A Hard Day's Night,Beatles
1964,Best Performance By A Chorus,The Swingle Singers Going Baroque,The Swingle Singers
1964,Best Original Score Written For A Motion Picture Or Television Show,Mary Poppins,Richard M. Sherman
1964,Best Comedy Performance,I Started Out As A Child,Bill Cosby
1964,"Best Documentary, Spoken Word Or Drama Recording (Other Than Comedy)",BBC Tribute To John F. Kennedy,That Was The Week That Was
1964,Best Engineered Recording - Special Or Novel Effects,Getz/Gilberto,Phil Ramone
1964,Best Engineered Recording - Special Or Novel Effects,The Chipmunks Sing The Beatles,Dave Hassinger
1964,Best Recording For Children,Mary Poppins,Dick Van Dyke
1964,Best Rock & Roll Recording,Downtown,Petula Clark
1964,Best Rhythm & Blues Recording,How Glad I Am,Nancy Wilson
1964,Best Folk Recording,We'll Sing In The Sunshine,Gale Garnett
1964,Best Gospel Or Other Religious Recording (Musical),Great Gospel Songs,Tennessee Ernie Ford
1964,Best Country & Western Vocal Performance - Female,Here Comes My Baby,Dottie West
1964,Best Country & Western Vocal Performance - Male,Dang Me,Roger Miller
1964,Best Country & Western Song,Dang Me,Roger Miller
1964,Best Performance - Orchestra,Mahler: Symphony No. 5/Berg: Wozzeck Excerpts,Erich Leinsdorf
1964,Best Chamber Music Performance - Vocal,It Was A Lover And His Lass,Noah Greenberg
1964,Best Chamber Music Performance - Vocal,"Beethoven: Trio No. 1 In E Flat, Op. 1 #1",Gregor Piatigorsky
1964,Best Performance - Instrumental Soloist Or Soloists (With Orchestra),Prokofiev: Violin Concerto No. 1 In D,Isaac Stern
1964,Best Performance - Instrumental Soloist Or Soloists (Without Orchestra),"Vladimir Horowitz Plays Beethoven, Debussy, Chopin",Vladimir Horowitz
1964,Best Opera Recording,Bizet: Carmen,Herbert von Karajan
1964,Best Choral Performance (Other Than Opera),Britten: A Ceremony Of Carols,Robert Shaw
1964,Best Vocal Soloist Performance (With Or Without Orchestra),Berlioz: Nuits D'Ete (Song Cycle)/Falla: El Amor Brujo,Leontyne Price
1964,Best Composition By A Contemporary Composer,Barber: Piano Concerto,Samuel Barber
1964,Best Engineered Recording,Britten: Young Person's Guide To The Orchestra,Douglas Larter
1963,Record Of The Year,Days Of Wine And Roses,Henry Mancini
1963,Song Of The Year,Days Of Wine And Roses,Henry Mancini
1963,Best Instrumental Theme,More - Theme From Mondo Cane,Nino Oliviero
1963,"Best Vocal Performance, Female",The Barbra Streisand Album,Barbra Streisand
1963,"Best Vocal Performance, Male",Wives And Lovers,Jack Jones
1963,Best Instrumental Jazz Performance - Soloist Or Small Group,Conversations With Myself,Bill Evans
1963,Best Instrumental Jazz Performance - Large Group,"Encore: Woody Herman, 1963",Woody Herman
1963,Best Original Jazz Composition,Gravy Waltz,Ray Brown
1963,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,This Time By Basie! Hits Of The 50's And 60's,Count Basie
1963,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Java,Al Hirt
1963,Best Instrumental Arrangement,I Can't Stop Loving You,Quincy Jones
1963,Best Background Arrangement,Days Of Wine And Roses,Henry Mancini
1963,Best Performance By A Chorus,Bach's Greatest Hits,The Swingle Singers
1963,Best Performance By A Chorus,Blowin' In The Wind,Peter
1963,Best Original Score From A Motion Picture Or Television Show,Tom Jones,John Addison
1963,Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,Erich Leinsdorf
1963,Best Classical Performance - Chamber Music,Evening Of Elizabethan Music,Julian Bream
1963,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Tchaikovsky: Piano Concerto No. 1 In B Flat Minor,Artur Rubinstein
1963,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),The Sound Of Horowitz,Vladimir Horowitz
1963,Best Opera Recording,Puccini: Madama Butterfly,Erich Leinsdorf
1963,Best Classical Performance - Choral (Other Than Opera),Britten: War Requiem,Benjamin Britten
1963,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),Great Scenes From Gershwin's Porgy And Bess,Leontyne Price
1963,Best Classical Composition By A Contemporary Composer,Britten: War Requiem,Benjamin Britten
1963,Best Engineered Recording - Classical,Puccini: Madama Butterfly,Lewis W. Layton
1963,Best Comedy Performance,"Hello Mudduh, Hello Faddah",Allan Sherman
1963,"Best Documentary, Spoken Word Or Drama Recording (Other Than Comedy)",Who's Afraid Of Virginia Woolf?,Edward Albee
1963,Best Engineered Recording - Special Or Novel Effects,"The Civil War, Vol. II",Robert Fine
1963,Best Engineered Recording - Special Or Novel Effects,Charade,James Malloy
1963,Best Recording For Children,Bernstein Conducts For Young People,Leonard Bernstein
1963,Best Rock & Roll Recording,Deep Purple,April Stevens
1963,Best Country & Western Recording,Detroit City,Bobby Bare
1963,Best Rhythm & Blues Recording,Busted,Ray Charles
1963,Best Folk Recording,Blowin' In The Wind,Peter
1963,Best Gospel Or Other Religious Recording (Musical),Dominique,Soeur Sourire
1962,Record Of The Year,I Left My Heart In San Francisco,Tony Bennett
1962,Song Of The Year,What Kind Of Fool Am I,Anthony Newley
1962,Best Instrumental Theme,A Taste Of Honey,Bobby Scott
1962,"Best Solo Vocal Performance, Female",Ella Swings Brightly With Nelson Riddle,Ella Fitzgerald
1962,"Best Solo Vocal Performance, Male",I Left My Heart In San Francisco,Tony Bennett
1962,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,Stan Getz
1962,Best Jazz Performance - Large Group (Instrumental),Adventures In Jazz,Stan Kenton
1962,Best Original Jazz Composition,Cast Your Fate To The Wind,Vince Guaraldi
1962,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Fly Me To The Moon Bossa Nova,Joe Harnell
1962,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,The Colorful Peter Nero,Peter Nero
1962,Best Instrumental Arrangement,Baby Elephant Walk,Henry Mancini
1962,Best Background Arrangement,I Left My Heart In San Francisco,Marty Manning
1962,Best Performance By A Chorus,If I Had A Hammer,Peter
1962,Best Performance By A Chorus,Presenting The New Christy Minstrels,New Christy Minstrels
1962,Best Classical Performance - Orchestra,Stravinsky: The Firebird Ballet,Igor Stravinsky
1962,Best Classical Performance - Chamber Music,"The Heifetz-Piatigorsky Concerts With Primrose, Pennario And Guests",Gregor Piatigorsky
1962,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Stravinsky: Violin Concerto In D,Isaac Stern
1962,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),Columbia Records Presents Vladimir Horowitz,Vladimir Horowitz
1962,Best Opera Recording,Verdi: Aida,Georg Solti
1962,Best Classical Performance - Choral (Other Than Opera),Bach: St. Matthew Passion,Otto Klemperer
1962,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),Wagner: Gotterdamerung - Brunnhilde's Immolation Scene/Wesendonck Songs,Eileen Farrell
1962,Best Contemporary Composition,Stravinsky: The Flood,Igor Stravinsky
1962,Best Engineered Recording - Classical,Strauss: Also Sprach Zarathustra,Lewis W. Layton
1962,Best Comedy Performance,The First Family,Vaughn Meader
1962,Best Documentary Or Spoken Word Recording (Other Than Comedy),The Story-Teller: A Session With Charles Laughton,Charles Laughton
1962,Best Engineering Contribution - Novelty,Hatari,Al Schmitt
1962,Best Engineering Contribution - Novelty,"The Civil War, Vol. I",Robert Fine
1962,Best Recording For Children,Saint-Saens: Carnival Of The Animals/Britten: Young Person's Guide To The Orchestra,Leonard Bernstein
1962,Best Rock & Roll Recording,Alley Cat,Bent Fabric
1962,Best Country & Western Recording,Funny Way Of Laughin',Burl Ives
1962,Best Rhythm & Blues Recording,I Can't Stop Loving You,Ray Charles
1962,Best Folk Recording,If I Had A Hammer,Peter
1962,Best Gospel Or Other Religious Recording,Great Songs Of Love And Faith,Mahalia Jackson
1961,Record Of The Year,Moon River,Henry Mancini
1961,Song Of The Year,Moon River,Henry Mancini
1961,Best Instrumental Theme Or Instrumental Version Of Song,African Waltz,Galt MacDermott
1961,"Best Solo Vocal Performance, Female",Judy At Carnegie Hall,Judy Garland
1961,"Best Solo Vocal Performance, Male",Lollipops And Roses,Jack Jones
1961,Best Jazz Performance - Soloist Or Small Group (Instrumental),Andre Previn Plays Harold Arlen,André Previn
1961,Best Jazz Performance - Large Group (Instrumental),West Side Story,Stan Kenton
1961,Best Original Jazz Composition,African Waltz,Galt MacDermott
1961,Best Performance By An Orchestra - For Other Than Dancing,Up A Lazy River,Si Zentner
1961,Best Performance By An Orchestra - For Other Than Dancing,Breakfast At Tiffany's,Henry Mancini
1961,Best Arrangement,Moon River,Henry Mancini
1961,Best Performance By A Chorus,High Flying,Lambert
1961,Best Performance By A Chorus,Great Band With Great Voices,Johnny Mann Singers
1961,Best Comedy Performance,An Evening With Mike Nichols And Elaine May,Elaine May
1961,Best Documentary Or Spoken Word Recording (Other Than Comedy),Humor In Music,Leonard Bernstein
1961,Best Engineering Contribution - Novelty,Judy At Carnegie Hall,Robert Arnold
1961,Best Engineering Contribution - Novelty,Stan Freberg Presents The United States Of America,John Kraus
1961,Best Recording For Children,Prokofiev: Peter And The Wolf,Leonard Bernstein
1961,Best Rock & Roll Recording,Let's Twist Again,Chubby Checker
1961,Best Country & Western Recording,Big Bad John,Jimmy Dean
1961,Best Rhythm & Blues Recording,Hit The Road Jack,Ray Charles
1961,Best Folk Recording,Belafonte Folk Singers At Home And Abroad,Belafonte Folk Singers
1961,Best Gospel Or Other Religious Recording,Everytime I Feel The Spirit,Mahalia Jackson
1961,Best Classical Performance - Orchestra,Ravel: Daphnis Et Chloe,Charles Munch
1961,Best Classical Performance - Chamber Music,"Beethoven: Serenade, Op. 8/Kodaly: Duo For Violin And Cello, Op. 7",Gregor Piatigorsky
1961,Best Classical Performance - Instrumental Soloist (With Orchestra),Bartók: Violin Concerto No. 1,Isaac Stern
1961,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),Reverie For Spanish Guitar,Laurindo Almeida
1961,Best Opera Recording,Puccini: Madame Butterfly,Gabriele Santini
1961,Best Classical Performance - Choral (Other Than Opera),Bach: B Minor Mass,Robert Shaw
1961,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),The Art Of The Prima Donna,Joan Sutherland
1961,Best Contemporary Classical Composition,Stravinsky: Movements For Piano And Orchestra,Igor Stravinsky
1961,Best Contemporary Classical Composition,Almeida: Discantus,Laurindo Almeida
1961,Best Engineering Contribution - Classical Recording,Ravel: Daphnis Et Chloe,Lewis W. Layton
1960,Record Of The Year,The Theme From A Summer Place,Percy Faith
1960,Song Of The Year,Theme From Exodus,Ernest Gold
1960,Best Arrangement,Mr. Lucky,Henry Mancini
1960,Best Performance By An Orchestra,Dance With Basie,Count Basie
1960,Best Performance By An Orchestra,Mr. Lucky,Henry Mancini
1960,Best Performance By A Chorus (7 Or More Persons),We Got Us,Eydie Gorme
1960,Best Performance By A Chorus (7 Or More Persons),Songs Of The Cowboy,Norman Luboff
1960,Best Jazz Performance Solo Or Small Group,West Side Story,André Previn
1960,Best Jazz Performance Large Group,Blues And The Beat,Henry Mancini
1960,Best Classical Performance - Orchestra,"Bartók: Music For Strings, Percussion And Celeste",Fritz Reiner
1960,Best Classical Performance - Vocal Or Instrumental - Chamber Music,Conversations With The Guitar,Laurindo Almeida
1960,Best Classical Performance - Concerto Or Instrumental Soloist,Brahms: Piano Concerto No. 2 In B Flat,Sviatoslav Richter
1960,Best Classical Performance - Instrumental Soloist Or Duo (Other Than With Orchestral Accompaniment),The Spanish Guitars Of Laurindo Almeida,Laurindo Almeida
1960,Best Classical Performance - Vocal Soloist,A Program Of Song - Leontyne Price Recital,Leontyne Price
1960,Best Classical Opera Production,Puccini: Turandot,Erich Leinsdorf
1960,Best Classical Performance - Choral (Including Oratorio),Handel: Messiah,Thomas Beecham
1960,Best Contemporary Classical Composition,Copland: Orchestral Suite From Tender Land Suite,Aaron Copland
1960,Best Comedy Performance (Musical),The Button-Down Mind Strikes Back!,Bob Newhart
1960,Best Comedy Performance (Musical),Jonathan And Darlene Edwards In Paris,Jo Stafford
1960,Best Performance - Documentary Or Spoken Word (Other Than Comedy),FDR Speaks,Robert Bialek
1960,Best Country & Western Performance,El Paso,Marty Robbins
1960,Best Rhythm & Blues Performance,Let The Good Times Roll,Ray Charles
1960,Best Performance - Folk,Swing Dat Hammer,Harry Belafonte
1960,Best Engineering Contribution - Classical Recording,The Spanish Guitars Of Laurindo Almeida,Hugh Davies
1960,Best Engineering Contribution - Novelty Recording,Ella Fitzgerald Sings The George And Ira Gershwin Songbook,Luis P.
1960,Best Engineering Contribution - Novelty Recording,The Old Payola Roll Blues,John Kraus
1960,Best Jazz Composition Of More Than Five Minutes Duration,Sketches Of Spain,Gil Evans
