Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,GenreRaw,GenreClean,TarPre,GenreClean2
90,5.130975533,Ray Peterson,Missing You,1961,36663,527,3375,38,,,-2.194967806,traditionalPop
75,5.787081068,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968,1800414,4980,1821274,81,"r&b, soul","r&b, soul",-2.199427409,r&b
30,10.59497587,The Lettermen,Hurt So Bad,1969,140938,1932,15746,45,,,-2.210528249,pop
61,6.632577127,Ray Stevens,Gitarzan,1969,115612,2640,17723,43,pop,pop,-2.226030824,pop
100,4.786300923,Larry Hall,Sandy,1960,13843,326,281,28,,,-2.238627266,pop
97,4.883493965,Tommy James and The Shondells,Mirage,1967,227312,1401,43850,56,,,-2.262789056,popRock
95,4.951108236,Elvis Presley,Bossa Nova Baby,1963,1003366,19546,1736017,83,"rock and roll, bossa nova","rock and roll, bossa nova",-2.26281469,rock
77,5.687430745,Dionne Warwick,Message To Michael,1966,325409,7251,158688,63,"soul, pop, adult contemporary","soul, pop, adult contemporary",-2.271768405,easyListening
89,5.168953147,Jimmy Soul,Twistin' Matilda,1962,27425,338,1768,35,,,-2.28462514,pop
86,5.287264321,Dion,Donna the Prima Donna,1963,723972,3245,941947,79,rock and roll,rock and roll,-2.28587627,rock
61,6.632577127,Lesley Gore,California Nights,1967,187214,1458,27747,54,pop,pop,-2.291309437,pop
46,7.990608098,Burl Ives,A Little Bitty Tear,1962,300810,2470,13322,71,"country, pop, nashville sound","country, pop, nashville sound",-2.300870686,pop
71,6.000251993,Dickey Lee,Laurie (Strange Things Happen),1965,18958,457,843,26,,,-2.332578152,country
32,10.15315495,Gary U.S. Bonds,Dear Lady Twist,1962,24726,753,3184,35,,,-2.337564758,popRock
85,5.328236693,The Miracles,Mickey's Monkey,1963,218185,5611,239780,63,"soul, pop","soul, pop",-2.350153223,pop
30,10.59497587,Eydie Gorme,Blame It On The Bossa Nova,1963,91784,1750,13707,53,"traditional pop, rock and roll","traditional pop, rock and roll",-2.378282667,traditionalPop
43,8.35431448,Tommy Roe,Hooray for Hazel,1966,73278,711,11071,43,pop rock,pop rock,-2.394356343,popRock
84,5.370017132,Al Hirt,Cotton Candy,1964,45946,961,5403,41,,,-2.397927269,traditionalPop
28,11.08857401,Nat King Cole,Ramblin' Rose,1962,532894,4416,526417,78,,,-2.408968263,traditionalPop
43,8.35431448,Oliver,Good Morning Starshine,1969,406091,1579,13001,66,pop rock,pop rock,-2.421796957,popRock
66,6.296526022,Sam Cooke,Shake,1965,608036,2898,471335,74,,,-2.434472535,r&b
39,8.910403258,The Kingsmen,The Jolly Green Giant,1965,89146,2634,10771,51,,,-2.44531313,beat
45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,1516,32071,48,"rock and roll, rhythm and blues","rock and roll, r&b",-2.452276732,r&b
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,24058,45,r&b,r&b,-2.45393724,r&b
72,5.945119004,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,1499687,78,"soul, psychedelic soul, folkORfunk","soul, psychedelic soul, folkORfunk",-2.461255425,folkORfunk
19,14.32262507,The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),1964,11797,1894,524,26,doo-wop,doo-wop,-2.466704359,r&b
100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,5853,333588,71,pop rock,pop rock,-2.47077677,popRock
91,5.093692001,Brenda Lee,Dum Dum,1961,320128,2547,56596,72,pop,pop,-2.48600164,pop
78,5.63920084,Brook Benton,Think Twice,1961,62191,708,12824,49,pop,pop,-2.486379816,pop
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4416,526417,78,"jazz, pop","jazz, pop",-2.488568322,traditionalPop
90,5.130975533,Booker T. and The M.G.'s,Hang 'Em High,1969,277978,3484,62586,59,,,-2.496171828,r&b
71,6.000251993,Motherlode,When I Die,1969,11899,1116,232,17,,,-2.498155435,rock
70,6.056689273,The Animals,Sky Pilot,1968,642284,3699,457784,71,"psychedelic rock, acid rock","rock, acid rock",-2.53673417,rock
60,6.705330284,Ray Charles,One Mint Julep,1961,333918,6315,872966,72,,,-2.54821257,pop
12,19.39725958,Roger Williams,Born Free,1966,67131,1427,5136,46,,,-2.556644067,instrumental
99,4.818155049,Jerry Butler,"Hey, Western Union Man",1968,111848,982,27391,47,soul,soul,-2.562020956,r&b
79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,116765,57,jazz,jazz,-2.574067604,jazz
40,8.762749681,Dion,Ruby Baby,1963,541039,3245,941947,79,,,-2.577137623,pop
75,5.787081068,Bobby Lewis,One Track Mind,1961,10065,220,564,26,,,-2.597239889,country
81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,618,17856,48,pop,pop,-2.598989603,pop
70,6.056689273,Chubby Checker,The Fly,1961,80384,1911,53283,56,,,-2.604813123,rock
41,8.621099442,Bobby Sherman,Little Woman,1969,28884,2535,4503,29,pop,pop,-2.618167898,pop
95,4.951108236,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon",1969,100456,4169,27075,47,,,-2.656154169,pop
85,5.328236693,Smokey Robinson and The Miracles,If You Can Want,1968,293934,5611,239781,63,soul/pop,soul/pop,-2.657866888,pop
92,5.057082445,King Curtis,Soul Twist,1962,36437,1142,10482,45,,,-2.699203388,r&b
62,6.561777272,Bobby Goldsboro,See the Funny Little Clown,1964,63758,618,17856,48,traditional pop,traditional pop,-2.701109384,traditionalPop
42,8.485070759,Mercy,Love (Can Make You Happy),1969,192564,349,37289,54,sunshine pop,sunshine pop,-2.712941947,sunshinePop
76,5.736711756,Johnny Mathis,What Will My Mary Say,1963,190020,2566,65947,68,,,-2.73315039,traditionalPop
25,11.94977132,Brook Benton,The Boll Weevil Song,1961,48225,708,12824,49,novelty song,novelty song,-2.740712552,instrumental
98,4.850547815,The Four Preps,More Money For You And Me,1961,7549,951,1433,24,,,-2.746247644,pop
62,6.561777272,Brenda Lee,Losing You,1963,306511,2547,56596,72,pop,pop,-2.769252482,pop
90,5.130975533,The Ventures,"Walk, Don't Run '64",1964,62271,2678,43237,51,"rock, surf rock","rock, surf rock",-2.800270203,rock
39,8.910403258,The Essex,Easier Said Than Done,1963,11101,520,3009,28,pop,pop,-2.850608387,pop
65,6.360293906,Ricky Nelson,For You,1964,91338,4885,61434,56,,,-2.861282438,rockabilly
66,6.296526022,Paul Anka,It's Time To Cry,1960,109090,2526,99369,65,,,-2.870704491,pop
72,5.945119004,Marvin Gaye,Pride and Joy,1963,381571,7086,1499687,78,rhythm and blues,r&b,-2.924250778,r&b
64,6.425711417,Dionne Warwick,This Girl's In Love With You,1969,243874,7251,158688,63,,,-2.938121596,pop
78,5.63920084,Ray Charles,Georgia On My Mind,1960,203180,6315,872966,72,"jazz, soul, blues, traditional pop","jazz, soul, blues, traditional pop",-2.95249466,traditionalPop
54,7.188199443,Lou Christie,Two Faces Have I,1963,17151,1818,7391,37,pop,pop,-2.981228482,pop
54,7.188199443,Bobby Freeman,C'mon and Swim,1964,14701,581,1169,35,,,-3.012175257,pop
67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,64508,55,beat,beat,-3.041147387,beat
73,5.891242669,Brenda Lee,Everybody Loves Me But You,1962,205080,2547,56596,72,vocal,vocal,-3.051214194,pop
93,5.021127552,Brenda Lee,You Can Depend On Me,1961,165193,2547,56596,72,,,-3.147608069,pop
34,9.754924552,Jackie Wilson,Night,1960,81660,4544,95994,64,pop,pop,-3.172660309,pop
91,5.093692001,Herman's Hermits,Dandy,1966,74173,2048,64508,55,,,-3.188305954,pop
38,9.064478563,Tommy Roe,Everybody,1963,21660,711,11071,43,pop rock,pop rock,-3.248690588,popRock
100,4.786300923,The Box Tops,Sweet Cream Ladies,1969,72768,1952,24400,53,,,-3.263205051,popRock
72,5.945119004,Al Martino,I Love You More and More Every Day,1964,31323,1555,14318,48,,,-3.271456295,traditionalPop
87,5.247075258,Nat King Cole,"That Sunday, That Summer",1963,248929,4416,526417,78,,,-3.291609392,traditionalPop
94,4.985808764,Sonny,Laugh at Me,1965,88034,741,46834,61,psychedelic pop,pop,-3.326285785,pop
88,5.207645782,Annette Funicello,O Dio Mio,1960,5450,2449,1970,30,,,-3.348510764,pop
36,9.393779234,The Highwaymen,Cotton Fields,1962,59450,1027,91680,58,,,-3.3592268,traditionalPop
65,6.360293906,Willie Mitchell,Soul Serenade,1968,31136,522,2798,43,,,-3.387486429,folkORfunk
79,5.59198657,Keith,98.6,1967,390830,414,1516711,78,pop rock,pop rock,-3.399148233,popRock
86,5.287264321,Dion,Little Diane,1962,191936,3245,941947,79,rock and roll,rock and roll,-3.487684324,rock
23,12.62582101,Oliver,Jean,1969,121284,1579,13001,66,pop,pop,-3.630239327,pop
79,5.59198657,Brenda Lee,Too Many Rivers,1965,163530,2547,56596,72,,,-3.637293235,country
86,5.287264321,Johnny Burnette,Dreamin',1960,9887,2915,8584,42,rockabilly,rockabilly,-3.656964749,rock
92,5.057082445,Bill Cosby,Little Ole Man (Uptight-Everything's Alright),1967,16187,5765,17094,40,,,-3.666496736,pop
37,9.225435188,Sandy Posey,Born a Woman,1966,7920,936,2230,31,,,-3.680220293,pop
96,4.917008807,Andy Williams,A Fool Never Learns,1964,137312,3980,94409,75,easy listening,easy listening,-3.756153421,easyListening
90,5.130975533,Johnny and The Hurricanes,Beatnik Fly,1960,6058,708,3877,37,,,-3.831386277,pop
82,5.456106733,Burl Ives,Funny Way Of Laughin',1962,63127,2470,13322,71,,,-3.862200952,pop
56,7.017717833,Andy Williams,The Village Of St. Bernadette,1960,83052,3980,94409,75,"vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel","vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel",-3.888857898,traditionalPop
89,5.168953147,Al Martino,"Painted, Tainted Rose",1963,14677,1555,14318,48,,,-3.911433243,traditionalPop
67,6.234342105,The Dave Clark Five,Can't You See That She's Mine,1964,5883,1911,18351,30,beat,beat,-3.919180367,beat
91,5.093692001,The Dave Clark Five,Do You Love Me,1964,5876,1911,18351,30,,,-3.920370944,beat
96,4.917008807,Jack Jones,The Race Is On,1965,17712,1803,12684,48,easy listening,easy listening,-3.95558052,easyListening
23,12.62582101,Bobby Darin,You're The Reason I'm Living,1963,30498,3068,99662,65,pop,pop,-4.526581862,pop
70,6.056689273,Brenda Lee,Coming On Strong,1966,69312,2547,56596,72,pop,pop,-4.615563428,pop
91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,2941,38644,54,r&b,r&b,-4.619346243,r&b
38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,457784,71,rock,rock,-4.701099426,rock
57,6.936215781,The Temptations,"Run Away Child, Running Wild",1969,37779,9521,663199,73,psychedelic soul,soul,-5.571239212,traditionalPop
100,4.786300923,Paul Revere and The Raiders,Let Me,1969,4348,4169,27075,47,,,-5.796158021,popRock
