Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,GenreRaw,GenreClean,Tar-Pre
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,24058,45,r&b,r&b,-2.45393724
72,5.945119004,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,1499687,78,"soul, psychedelic soul, funk","soul, psychedelic soul, funk",-2.461255425
19,14.32262507,The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),1964,11797,1894,524,26,doo-wop,doo-wop,-2.466704359
100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,5853,333588,71,pop rock,pop rock,-2.47077677
91,5.093692001,Brenda Lee,Dum Dum,1961,320128,2547,56596,72,pop,pop,-2.48600164
78,5.63920084,Brook Benton,Think Twice,1961,62191,708,12824,49,pop,pop,-2.486379816
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4416,526417,78,"jazz, pop","jazz, pop",-2.488568322
70,6.056689273,The Animals,Sky Pilot,1968,642284,3699,457784,71,"psychedelic rock, acid rock","psychedelic rock, acid rock",-2.53673417
99,4.818155049,Jerry Butler,"Hey, Western Union Man",1968,111848,982,27391,47,soul,soul,-2.562020956
79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,116765,57,jazz,jazz,-2.574067604
81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,618,17856,48,pop,pop,-2.598989603
41,8.621099442,Bobby Sherman,Little Woman,1969,28884,2535,4503,29,pop,pop,-2.618167898
85,5.328236693,Smokey Robinson and The Miracles,If You Can Want,1968,293934,5611,239781,63,soul/pop,soul/pop,-2.657866888
62,6.561777272,Bobby Goldsboro,See the Funny Little Clown,1964,63758,618,17856,48,traditional pop,traditional pop,-2.701109384
42,8.485070759,Mercy,Love (Can Make You Happy),1969,192564,349,37289,54,sunshine pop,sunshine pop,-2.712941947
25,11.94977132,Brook Benton,The Boll Weevil Song,1961,48225,708,12824,49,novelty song,novelty song,-2.740712552
62,6.561777272,Brenda Lee,Losing You,1963,306511,2547,56596,72,pop,pop,-2.769252482
90,5.130975533,The Ventures,"Walk, Don't Run '64",1964,62271,2678,43237,51,"rock, surf rock","rock, surf rock",-2.800270203
39,8.910403258,The Essex,Easier Said Than Done,1963,11101,520,3009,28,pop,pop,-2.850608387
72,5.945119004,Marvin Gaye,Pride and Joy,1963,381571,7086,1499687,78,rhythm and blues,r&b,-2.924250778
78,5.63920084,Ray Charles,Georgia On My Mind,1960,203180,6315,872966,72,"jazz, soul, blues, traditional pop","jazz, soul, blues, traditional pop",-2.95249466
54,7.188199443,Lou Christie,Two Faces Have I,1963,17151,1818,7391,37,pop,pop,-2.981228482
67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,64508,55,beat,beat,-3.041147387
73,5.891242669,Brenda Lee,Everybody Loves Me But You,1962,205080,2547,56596,72,vocal,vocal,-3.051214194
34,9.754924552,Jackie Wilson,Night,1960,81660,4544,95994,64,pop,pop,-3.172660309
38,9.064478563,Tommy Roe,Everybody,1963,21660,711,11071,43,pop rock,pop rock,-3.248690588
94,4.985808764,Sonny,Laugh at Me,1965,88034,741,46834,61,psychedelic pop,psychedelic pop,-3.326285785
79,5.59198657,Keith,98.6,1967,390830,414,1516711,78,pop rock,pop rock,-3.399148233
86,5.287264321,Dion,Little Diane,1962,191936,3245,941947,79,rock and roll,rock and roll,-3.487684324
23,12.62582101,Oliver,Jean,1969,121284,1579,13001,66,pop,pop,-3.630239327
86,5.287264321,Johnny Burnette,Dreamin',1960,9887,2915,8584,42,rockabilly,rockabilly,-3.656964749
96,4.917008807,Andy Williams,A Fool Never Learns,1964,137312,3980,94409,75,easy listening,easy listening,-3.756153421
56,7.017717833,Andy Williams,The Village Of St. Bernadette,1960,83052,3980,94409,75,"vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel","vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel",-3.888857898
67,6.234342105,The Dave Clark Five,Can't You See That She's Mine,1964,5883,1911,18351,30,beat,beat,-3.919180367
96,4.917008807,Jack Jones,The Race Is On,1965,17712,1803,12684,48,easy listening,easy listening,-3.95558052
36,9.393779234,Linda Scott,Don't Bet Money Honey,1961,1728,577,1343,29,pop,pop,-4.429725059
23,12.62582101,Bobby Darin,You're The Reason I'm Living,1963,30498,3068,99662,65,pop,pop,-4.526581862
70,6.056689273,Brenda Lee,Coming On Strong,1966,69312,2547,56596,72,pop,pop,-4.615563428
91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,2941,38644,54,r&b,r&b,-4.619346243
38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,457784,71,rock,rock,-4.701099426
57,6.936215781,The Temptations,"Run Away Child, Running Wild",1969,37779,9521,663199,73,psychedelic soul,psychedelic soul,-5.571239212
